Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6lu7_idAAFZgen1,-11.8,0,0
6lu7_idAAFZgen1,-11.8,18.495,15.871
6lu7_idAAFZgen1,-11.6,35.61,30.175
6lu7_idAAAFgen1,-11.5,0,0
6lu7_idAAFZgen1,-11.5,20.325,14.117
6lu7_idAAFZgen1,-11.5,8.546,1.799
6lu7_idAAFZgen1,-11.4,35.888,30.223
6lu7_idAALFgen1,-11.3,0,0
6lu7_idAAASgen1,-11.2,0,0
6lu7_idAAIPgen1,-11.2,0,0
6lu7_idAAFZgen1,-11.1,20.451,13.962
6lu7_idAAFZgen1,-11,20.407,13.798
6lu7_idAAINgen1,-11,0,0
6lu7_idAAASgen1,-10.8,10.164,1.945
6lu7_idAABTgen1,-10.8,0,0
6lu7_idAAFZgen1,-10.8,20.547,15.805
6lu7_idAAISgen1,-10.8,0,0
6lu7_idAALFgen1,-10.8,9.497,3.257
6lu7_idAALLgen1,-10.7,0,0
6lu7_idAAINgen1,-10.5,9.627,4.274
6lu7_idAALLgen1,-10.5,5.653,2.59
6lu7_idAACNgen1,-10.4,0,0
6lu7_idAAEKgen1,-10.3,0,0
6lu7_idAAINgen1,-10.3,9.677,3.131
6lu7_idAAINgen1,-10.3,8.002,3.002
6lu7_idAAASgen1,-10.2,16.8,12.317
6lu7_idAACLgen1,-10.2,0,0
6lu7_idAAEKgen1,-10.2,7.688,2.076
6lu7_idAAENgen1,-10.2,0,0
6lu7_idAAEPgen1,-10.2,0,0
6lu7_idAAIPgen1,-10.2,7.299,1.428
6lu7_idAAKZgen1,-10.2,0,0
6lu7_idAALFgen1,-10.2,24.11,21.521
6lu7_idAALLgen1,-10.2,6.535,3.429
6lu7_idAALLgen1,-10.2,17.565,6.164
6lu7_idAAEKgen1,-10.1,7.067,2.151
6lu7_idAAFOgen1,-10.1,0,0
6lu7_idAAHYgen1,-10.1,0,0
6lu7_idAAIDgen1,-10.1,0,0
6lu7_idAAKZgen1,-10.1,10.071,1.7
6lu7_idAAASgen1,-10,6.105,2.864
6lu7_idAAEHgen1,-10,0,0
6lu7_idAAEKgen1,-10,7.085,2.309
6lu7_idAAGUgen1,-10,0,0
6lu7_idAAIPgen1,-10,7.74,2.821
6lu7_idAAJYgen1,-10,0,0
6lu7_idAAKAgen1,-10,0,0
6lu7_idAALEgen1,-10,0,0
6lu7_idAALLgen1,-10,6.931,3.59
6lu7_idAAAKgen1,-9.9,39.087,37.25
6lu7_idAAAKgen1,-9.9,9.222,3.162
6lu7_idAAAKgen1,-9.9,0,0
6lu7_idAABAgen1,-9.9,0,0
6lu7_idAABYgen1,-9.9,0,0
6lu7_idAACRgen1,-9.9,0,0
6lu7_idAAEHgen1,-9.9,15.783,13.303
6lu7_idAAEKgen1,-9.9,7.383,2.137
6lu7_idAAFOgen1,-9.9,16.796,10.287
6lu7_idAAIPgen1,-9.9,18.145,10.995
6lu7_idAALEgen1,-9.9,6.499,1.875
6lu7_idAALFgen1,-9.9,13.011,3.61
6lu7_idAALFgen1,-9.9,10.964,2.579
6lu7_idAALFgen1,-9.9,19.313,13.349
6lu7_idAALLgen1,-9.9,16.162,7.173
6lu7_idAAAFgen1,-9.8,39.082,36.073
6lu7_idAAASgen1,-9.8,11.665,3.923
6lu7_idAAASgen1,-9.8,22.587,17.85
6lu7_idAAASgen1,-9.8,11.005,2.489
6lu7_idAAASgen1,-9.8,22.497,20.467
6lu7_idAAAVgen1,-9.8,0,0
6lu7_idAABMgen1,-9.8,0,0
6lu7_idAABYgen1,-9.8,8.28,3.168
