Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6lu7_idAADTgen7,-17.2,0.0,0.0
6lu7_idAADQgen7,-17.0,0.0,0.0
6lu7_idAADTgen7,-16.7,7.716,2.256
6lu7_idAADTgen7,-16.4,6.578,1.352
6lu7_idAAAGgen7,-16.3,0.0,0.0
6lu7_idAAEPgen7,-16.2,0.0,0.0
6lu7_idAADQgen7,-16.1,5.816,2.668
6lu7_idAADTgen7,-16.0,7.98,2.455
6lu7_idAADDgen7,-15.9,0.0,0.0
6lu7_idAADNgen7,-15.9,0.0,0.0
6lu7_idAADTgen7,-15.6,41.655,36.542
6lu7_idAADTgen7,-15.6,40.63,35.66
6lu7_idAAAGgen7,-15.5,6.662,2.945
6lu7_idAADTgen7,-15.5,6.236,2.985
6lu7_idAACEgen7,-15.3,0.0,0.0
6lu7_idAAEGgen7,-15.3,0.0,0.0
6lu7_idAADTgen7,-15.2,35.511,30.675
6lu7_idAADTgen7,-15.2,35.602,30.128
6lu7_idAAADgen7,-14.9,0.0,0.0
6lu7_idAAAGgen7,-14.9,4.151,2.614
6lu7_idAACOgen7,-14.9,0.0,0.0
6lu7_idAACSgen7,-14.9,0.0,0.0
6lu7_idAADDgen7,-14.9,35.198,30.906
6lu7_idAADDgen7,-14.9,7.012,1.936
6lu7_idAAEPgen7,-14.9,4.105,2.587
6lu7_idAAADgen7,-14.8,7.638,3.253
6lu7_idAACEgen7,-14.8,9.027,2.071
6lu7_idAACPgen7,-14.8,0.0,0.0
6lu7_idAADDgen7,-14.8,3.623,1.976
6lu7_idAADQgen7,-14.8,21.532,17.357
6lu7_idAADQgen7,-14.8,7.568,1.534
6lu7_idAACEgen7,-14.7,7.839,2.388
6lu7_idAACEgen7,-14.7,6.036,2.928
6lu7_idAACOgen7,-14.7,8.166,0.86
6lu7_idAACXgen7,-14.7,0.0,0.0
6lu7_idAADNgen7,-14.7,7.025,1.964
6lu7_idAAEMgen7,-14.7,0.0,0.0
6lu7_idAACEgen7,-14.6,10.616,2.838
6lu7_idAACOgen7,-14.6,30.934,30.309
6lu7_idAADNgen7,-14.6,8.33,2.66
6lu7_idAADQgen7,-14.6,7.026,3.238
6lu7_idAADZgen7,-14.5,0.0,0.0
6lu7_idAACSgen7,-14.5,7.898,3.003
6lu7_idAACWgen7,-14.5,0.0,0.0
6lu7_idAAAGgen7,-14.4,6.163,3.694
6lu7_idAADQgen7,-14.4,15.867,13.412
6lu7_idAADQgen7,-14.4,29.103,24.837
6lu7_idAADZgen7,-14.3,21.898,20.537
6lu7_idAADZgen7,-14.3,14.693,9.452
6lu7_idAADZgen7,-14.3,9.771,5.567
6lu7_idAADNgen7,-14.3,6.86,2.115
6lu7_idAADNgen7,-14.3,6.472,1.548
6lu7_idAADQgen7,-14.3,6.939,4.21
6lu7_idAADQgen7,-14.3,5.327,2.059
6lu7_idAAEPgen7,-14.3,6.099,3.663
6lu7_idAADZgen7,-14.2,28.999,24.065
6lu7_idAADZgen7,-14.2,35.456,30.707
6lu7_idAACDgen7,-14.2,0.0,0.0
6lu7_idAADDgen7,-14.2,42.838,37.321
6lu7_idAADDgen7,-14.2,35.909,31.023
6lu7_idAAEMgen7,-14.2,7.535,0.996
6lu7_idAAADgen7,-14.1,9.271,2.508
6lu7_idAAAGgen7,-14.1,7.979,2.643
6lu7_idAACEgen7,-14.1,5.957,2.828
6lu7_idAACOgen7,-14.1,37.025,31.286
6lu7_idAACTgen7,-14.1,0.0,0.0
6lu7_idAADFgen7,-14.1,0.0,0.0
6lu7_idAAEPgen7,-14.1,7.381,2.061
6lu7_idAADZgen7,-14.0,6.558,1.61
6lu7_idAADAgen7,-14.0,0.0,0.0
6lu7_idAADDgen7,-14.0,42.352,36.984
6lu7_idAADNgen7,-14.0,42.292,36.799
6lu7_idAADNgen7,-14.0,9.754,3.249
6lu7_idAAEBgen7,-13.9,0.0,0.0
6lu7_idAACOgen7,-13.9,31.544,30.187
6lu7_idAACWgen7,-13.9,31.55,30.109
6lu7_idAADNgen7,-13.9,42.706,37.087
6lu7_idAAEPgen7,-13.9,32.033,28.752
6lu7_idAADZgen7,-13.8,24.121,21.482
6lu7_idAADZgen7,-13.8,36.056,30.798
6lu7_idAAAGgen7,-13.8,32.092,28.808
6lu7_idAACOgen7,-13.8,36.655,31.415
6lu7_idAACWgen7,-13.8,35.71,29.818
6lu7_idAADDgen7,-13.8,8.959,1.69
6lu7_idAADDgen7,-13.8,36.309,30.402
6lu7_idAADNgen7,-13.8,8.959,1.633
6lu7_idAAFFgen7,-13.8,0.0,0.0
6lu7_idAAADgen7,-13.7,10.347,3.29
6lu7_idAAADgen7,-13.7,9.529,1.219
6lu7_idAAADgen7,-13.7,8.039,1.7
6lu7_idAACOgen7,-13.7,36.593,30.3
6lu7_idAAEGgen7,-13.7,17.419,13.671
6lu7_idAAEGgen7,-13.7,42.959,37.628
6lu7_idAAEMgen7,-13.7,18.604,17.402
6lu7_idAAEMgen7,-13.7,40.102,35.492
6lu7_idAAFEgen7,-13.7,0.0,0.0
6lu7_idAAADgen7,-13.6,11.548,3.875
6lu7_idAAAFgen7,-13.6,0.0,0.0
6lu7_idAAAKgen7,-13.6,0.0,0.0
6lu7_idAACWgen7,-13.6,37.843,31.696
6lu7_idAAEGgen7,-13.6,9.511,4.698
6lu7_idAAEGgen7,-13.6,9.644,2.257
6lu7_idAAEMgen7,-13.6,23.521,21.257
