Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6lu7_idAADGgen9,-17.7,0.0,0.0
6lu7_idAABOgen9,-17.6,0.0,0.0
6lu7_idAADQgen9,-17.5,0.0,0.0
6lu7_idAADQgen9,-17.5,7.069,2.923
6lu7_idAADGgen9,-17.5,7.073,2.871
6lu7_idAAAEgen9,-17.4,0.0,0.0
6lu7_idAABXgen9,-17.2,0.0,0.0
6lu7_idAAEMgen9,-17.0,0.0,0.0
6lu7_idAADCgen9,-17.0,0.0,0.0
6lu7_idAAAEgen9,-17.0,7.029,2.794
6lu7_idAAEPgen9,-16.7,0.0,0.0
6lu7_idAAAXgen9,-16.5,0.0,0.0
6lu7_idAAAOgen9,-16.5,0.0,0.0
6lu7_idAADGgen9,-16.4,7.376,2.368
6lu7_idAAELgen9,-16.3,0.0,0.0
6lu7_idAADQgen9,-16.3,7.366,2.375
6lu7_idAADMgen9,-16.3,0.0,0.0
6lu7_idAAACgen9,-16.3,0.0,0.0
6lu7_idAADPgen9,-16.2,0.0,0.0
6lu7_idAADGgen9,-16.2,7.003,2.463
6lu7_idAABOgen9,-16.2,3.885,2.358
6lu7_idAABOgen9,-16.2,7.219,2.896
6lu7_idAAAEgen9,-16.2,1.213,0.889
6lu7_idAAEMgen9,-16.1,5.607,2.387
6lu7_idAADCgen9,-16.1,5.816,2.668
6lu7_idAACZgen9,-15.9,0.0,0.0
6lu7_idAADGgen9,-15.8,16.627,9.743
6lu7_idAADYgen9,-15.7,0.0,0.0
6lu7_idAAAEgen9,-15.7,4.15,2.564
6lu7_idAADQgen9,-15.6,16.637,9.83
6lu7_idAADMgen9,-15.6,3.595,2.161
6lu7_idAACXgen9,-15.6,0.0,0.0
6lu7_idAAAIgen9,-15.6,0.0,0.0
6lu7_idAAEPgen9,-15.5,6.001,2.261
6lu7_idAAELgen9,-15.5,3.537,2.163
6lu7_idAACXgen9,-15.5,7.653,3.644
6lu7_idAACKgen9,-15.5,0.0,0.0
6lu7_idAABLgen9,-15.5,0.0,0.0
6lu7_idAAACgen9,-15.5,6.663,2.943
6lu7_idAACJgen9,-15.4,0.0,0.0
6lu7_idAABXgen9,-15.4,1.719,1.094
6lu7_idAAAEgen9,-15.4,7.049,2.844
6lu7_idAAEKgen9,-15.3,0.0,0.0
6lu7_idAAEGgen9,-15.3,0.0,0.0
6lu7_idAADQgen9,-15.3,6.964,2.303
6lu7_idAADIgen9,-15.3,0.0,0.0
6lu7_idAADGgen9,-15.3,6.454,2.29
6lu7_idAABOgen9,-15.3,24.377,20.528
6lu7_idAAEPgen9,-15.2,6.309,2.429
6lu7_idAAEGgen9,-15.2,7.766,3.738
6lu7_idAAEFgen9,-15.2,7.759,3.797
6lu7_idAAEFgen9,-15.2,0.0,0.0
6lu7_idAADIgen9,-15.2,7.755,3.715
6lu7_idAACZgen9,-15.2,6.702,2.951
6lu7_idAAAEgen9,-15.2,7.252,2.518
6lu7_idAAAEgen9,-15.2,7.529,1.706
6lu7_idAAAEgen9,-15.2,15.071,9.241
6lu7_idAADGgen9,-15.1,21.224,15.608
6lu7_idAABXgen9,-15.1,21.178,17.392
6lu7_idAABOgen9,-15.1,14.387,8.347
6lu7_idAABFgen9,-15.1,0.0,0.0
6lu7_idAAEMgen9,-15.0,15.777,13.246
6lu7_idAAEMgen9,-15.0,3.287,2.042
6lu7_idAADQgen9,-15.0,7.59,2.863
6lu7_idAADGgen9,-15.0,17.37,11.625
6lu7_idAABXgen9,-15.0,15.698,13.485
6lu7_idAABXgen9,-15.0,7.538,1.59
6lu7_idAABRgen9,-15.0,0.0,0.0
6lu7_idAAAEgen9,-15.0,7.072,2.224
6lu7_idAADQgen9,-14.9,17.327,11.681
6lu7_idAADQgen9,-14.9,7.915,2.08
6lu7_idAADPgen9,-14.9,4.185,2.621
6lu7_idAABOgen9,-14.9,36.531,33.189
6lu7_idAAAOgen9,-14.9,2.824,1.716
6lu7_idAAAFgen9,-14.9,0.0,0.0
6lu7_idAAACgen9,-14.9,4.151,2.614
6lu7_idAAAAgen9,-14.9,0.0,0.0
6lu7_idAAEMgen9,-14.8,7.561,1.494
6lu7_idAADCgen9,-14.8,7.568,1.534
6lu7_idAADCgen9,-14.8,21.45,17.275
6lu7_idAACOgen9,-14.8,0.0,0.0
6lu7_idAACHgen9,-14.8,0.0,0.0
6lu7_idAABRgen9,-14.8,8.214,1.782
6lu7_idAABGgen9,-14.8,0.0,0.0
6lu7_idAAASgen9,-14.8,0.0,0.0
6lu7_idAAAAgen9,-14.8,7.645,3.263
6lu7_idAAELgen9,-14.7,6.688,2.738
6lu7_idAADQgen9,-14.7,24.423,20.774
6lu7_idAADNgen9,-14.7,0.0,0.0
6lu7_idAADGgen9,-14.7,6.816,3.471
6lu7_idAADCgen9,-14.7,7.042,3.259
6lu7_idAACZgen9,-14.7,4.388,2.781
6lu7_idAACGgen9,-14.7,0.0,0.0
6lu7_idAABOgen9,-14.7,6.968,2.707
6lu7_idAAEMgen9,-14.6,35.23,31.793
6lu7_idAACHgen9,-14.6,7.535,0.965
6lu7_idAABOgen9,-14.6,6.678,3.749
6lu7_idAAAUgen9,-14.6,0.0,0.0
6lu7_idAACUgen9,-14.5,0.0,0.0
6lu7_idAACCgen9,-14.5,0.0,0.0
6lu7_idAABHgen9,-14.5,0.0,0.0
6lu7_idAAEMgen9,-14.4,29.112,24.805
6lu7_idAAELgen9,-14.4,6.93,3.858
6lu7_idAAELgen9,-14.4,32.084,28.78
6lu7_idAAELgen9,-14.4,8.117,2.583
6lu7_idAADYgen9,-14.4,8.498,2.515
6lu7_idAADMgen9,-14.4,7.03,3.897
6lu7_idAADCgen9,-14.4,15.845,13.383
6lu7_idAACTgen9,-14.4,0.0,0.0
6lu7_idAACAgen9,-14.4,0.0,0.0
6lu7_idAABXgen9,-14.4,28.846,24.594
6lu7_idAABXgen9,-14.4,34.921,31.481
6lu7_idAABLgen9,-14.4,7.896,1.427
6lu7_idAABLgen9,-14.4,5.829,1.991
6lu7_idAABLgen9,-14.4,9.621,1.841
6lu7_idAAADgen9,-14.4,0.0,0.0
6lu7_idAAEPgen9,-14.3,16.159,12.721
6lu7_idAAEMgen9,-14.3,5.316,2.032
6lu7_idAADPgen9,-14.3,6.2,3.715
6lu7_idAADMgen9,-14.3,8.087,2.545
6lu7_idAADCgen9,-14.3,5.319,2.029
6lu7_idAACXgen9,-14.3,1.646,1.01
6lu7_idAACTgen9,-14.3,15.467,4.093
6lu7_idAACSgen9,-14.3,0.0,0.0
6lu7_idAACGgen9,-14.3,0.994,0.746
6lu7_idAABNgen9,-14.3,0.0,0.0
6lu7_idAABGgen9,-14.3,6.903,2.961
6lu7_idAABFgen9,-14.3,14.527,13.17
6lu7_idAAAXgen9,-14.3,19.978,17.174
6lu7_idAAACgen9,-14.3,6.145,3.688
6lu7_idAADWgen9,-14.2,0.0,0.0
6lu7_idAADNgen9,-14.2,7.535,0.996
6lu7_idAADCgen9,-14.2,35.253,31.804
6lu7_idAACLgen9,-14.2,0.0,0.0
6lu7_idAACGgen9,-14.2,7.527,0.997
6lu7_idAAAUgen9,-14.2,5.105,2.052
6lu7_idAAASgen9,-14.2,6.319,2.049
6lu7_idAAAQgen9,-14.2,0.0,0.0
6lu7_idAAADgen9,-14.2,5.631,2.579
6lu7_idAAEPgen9,-14.1,15.525,12.784
6lu7_idAAEFgen9,-14.1,7.641,4.256
6lu7_idAADYgen9,-14.1,6.729,1.477
6lu7_idAADYgen9,-14.1,9.12,1.516
6lu7_idAACXgen9,-14.1,40.437,36.512
6lu7_idAACVgen9,-14.1,0.0,0.0
6lu7_idAACKgen9,-14.1,2.567,1.633
6lu7_idAABFgen9,-14.1,5.637,2.465
6lu7_idAABDgen9,-14.1,0.0,0.0
6lu7_idAAAXgen9,-14.1,7.156,2.286
6lu7_idAAAKgen9,-14.1,0.0,0.0
6lu7_idAAACgen9,-14.1,7.981,2.641
6lu7_idAAACgen9,-14.1,7.387,2.079
6lu7_idAAEPgen9,-14.0,19.799,13.526
6lu7_idAAEKgen9,-14.0,34.418,28.748
6lu7_idAADYgen9,-14.0,42.635,37.427
6lu7_idAADPgen9,-14.0,7.534,2.295
6lu7_idAACZgen9,-14.0,6.108,3.7
6lu7_idAACLgen9,-14.0,2.794,1.806
6lu7_idAACHgen9,-14.0,40.125,35.517
6lu7_idAABIgen9,-14.0,0.0,0.0
6lu7_idAAASgen9,-14.0,7.639,3.24
6lu7_idAAEPgen9,-13.9,7.4,2.281
6lu7_idAADPgen9,-13.9,32.009,28.734
6lu7_idAADPgen9,-13.9,8.012,2.64
6lu7_idAADLgen9,-13.9,0.0,0.0
6lu7_idAACXgen9,-13.9,13.007,10.765
6lu7_idAACOgen9,-13.9,5.803,1.238
6lu7_idAACJgen9,-13.9,4.491,2.916
6lu7_idAABDgen9,-13.9,7.025,2.998
6lu7_idAAALgen9,-13.9,0.0,0.0
6lu7_idAAALgen9,-13.9,7.224,1.382
6lu7_idAAEPgen9,-13.8,7.21,2.471
6lu7_idAAEKgen9,-13.8,20.933,19.157
6lu7_idAAEKgen9,-13.8,17.487,15.911
6lu7_idAAEJgen9,-13.8,0.0,0.0
6lu7_idAADYgen9,-13.8,43.312,37.873
6lu7_idAADFgen9,-13.8,0.0,0.0
