id,gen,smile,source,score,weight
ABQT,0,CN(C)C(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,-8.4,358.48500000000007
AAGU,2,CC(C)(C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccc(O)cc1,generated,-8.4,584.6300000000005
AAAH,2,O=C(O)C(Cc1ccccc1)N(Cc1ccccc1)C(=O)C=Cc1ccc(O)c(O)c1,generated,-8.4,417.4610000000002
AAHZ,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccccc1)Cc1ccc(OCc2ccccc2)cc1,generated,-8.4,705.9210000000002
AAOM,1,O=C(O)C(=O)Nc1ccc(Oc2cccc(C(=O)N3CCc4ccccc4C3)c2)cc1,generated,-8.4,416.43300000000016
AAAQ,1,CC(C)(C)c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)c2ccccc2)cc1,generated,-8.4,400.52200000000005
AAPB,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NP(=O)(O)CC(Cc1ccccc1)C(=O)O,generated,-8.4,446.4840000000002
AAIM,2,O=C(NCCC(O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,generated,-8.4,478.59200000000016
AAHI,1,O=C(NCCC(O)(c1ccccc1)c1ccccc1)c1ccccc1,generated,-8.4,331.4150000000001
AACS,1,CC(C)c1ccc(S(=O)(=O)NC(C)C(Nc2ccc3c(C=Cc4ccccc4)nccc3c2)c2ccccc2)cc1,generated,-8.4,561.7510000000002
AAIB,1,CC1(C)CC=C(COC2=CC=C(C(=O)OC3OC(CO)C(O)C(O)C3O)C(Cc3ccccc3)C(O)=C2)CC1,generated,-8.4,542.6250000000001
AAIA,1,CC(C)=CC(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccccc1)Cc1ccccc1,generated,-8.4,442.6030000000002
AANU,1,CC(C)C(NC(=O)CC(O)(C(=O)O)c1ccccc1)C(c1ccccc1)c1ccccc1,generated,-8.4,431.5320000000001
AAOG,1,CC(C)N(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc2c(c1)OCO2,generated,-8.4,562.6410000000003
AAOR,1,CC(C)(C)NC(=O)C1CN(Cc2ccc(C(F)(F)F)cc2)CC1CNCCCNC(=O)c1ccc2ccccc2n1,generated,-8.4,569.6720000000003
AAME,1,CC1CCC(NC(=O)C(Cc2ccccc2)NC(=O)c2ccc(CNC(=O)c3ccccc3)cc2)CC1,generated,-8.4,497.6390000000003
AAKH,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,-8.4,551.6650000000003
AAHS,1,CC(C)(C)c1ccc(NCc2cccc(-c3cccc(-c4ccccn4)c3)c2)cc1,generated,-8.4,392.54600000000005
AAFT,2,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)COC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,generated,-8.3,563.6290000000002
AAHI,2,O=C(CC12CC3CC(CC(C3)C1)C2)NC1CCCC1,generated,-8.3,261.409
AACJ,2,CC(C)(C)OC(=O)NCCC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,generated,-8.3,635.6750000000003
AAIR,2,O=C(NCC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1)c1ccccc1,generated,-8.3,376.4310000000001
AAGE,1,CC(C)(C)N(Cc1ccccc1)C(=O)c1ccc(NC(=O)C(CC(=O)O)NC(=O)c2ccccc2)cc1,generated,-8.3,501.58300000000025
AAFK,1,CC(=O)NC(CCC(C)C)C(=O)NC(Cc1ccccc1)C(O)CN(CC(C)C)C(=O)OC1COC2OCCC12,generated,-8.3,561.7200000000001
AACQ,1,CC(=O)NC(CO)c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,generated,-8.3,361.44100000000003
AADN,1,CN(C)C(=O)C(c1ccccc1)N(CC(F)C(S)C(Cc1c[nH]c2ccccc12)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,generated,-8.3,739.892
AAIG,2,Cc1ccc(OCC(O)CN(Cc2ccc(-c3ccccc3)cc2)C(=O)NC2COCCO2)cc1,generated,-8.3,476.5730000000002
AALB,1,CC(=O)NC(CC1CC2CCCC2C1)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-8.3,513.6350000000003
AAJM,1,CC(C)(C)CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccccc1,generated,-8.3,452.55500000000023
AADF,1,CC(C)(C)CNC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC1COC2OCCC12,generated,-8.3,872.0769999999999
AAON,1,CN(C)C(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1cccc2ccccc12,generated,-8.3,408.54500000000013
AALJ,1,CC(=O)NC(C(=O)NC(Cc1cnc[nH]1)c1ccccc1)C(c1ccccc1)c1ccccc1,generated,-8.3,452.5580000000001
AAIT,2,CC(C)(C)OC(=O)NCCCCCNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,-8.2,729.8789999999998
AABD,2,O=C(C=Cc1ccc(O)cc1O)N(Cc1ccccc1)C1CCC2CCCCC2C1,generated,-8.2,405.5380000000003
AAAC,1,O=C(C=Cc1ccc(OCc2ccccc2)cc1)N(Cc1ccccc1)Cc1ccccc1,generated,-8.2,433.5510000000002
AABW,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,generated,-8.2,443.5250000000002
AAFQ,1,O=C(NC(=NS(=O)(=O)c1ccccc1)NCc1cccc(C(F)(F)F)c1)OC1CCOC1,generated,-8.2,471.4570000000002
AABX,1,O=C(CC12CCCC1CC(c1ccccc1)CC2)NCc1ccc(CC(=O)Nc2ccccc2)cc1,generated,-8.2,480.65200000000027
AAHR,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,generated,-8.2,471.60100000000017
AALM,1,CC(=O)Nc1ccc(OCc2cc(-c3ccccc3)ccc2NC(=O)c2ccc(C)cc2)cc1,generated,-8.2,450.5380000000001
ABKL,0,CC(C)(C)N(Cc1cc(F)cc(F)c1)CC(O)c1ccc(O)c(O)c1,generated,-8.2,351.39300000000003
AADY,1,CC(C)S(=O)(=O)NC(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,-8.2,436.5770000000002
AACK,1,CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CC1CCCC1)NS(=O)(=O)c1ccc(C(CN)NCCO)cc1,generated,-8.2,626.8240000000002
ABGP,0,Cc1ccc(C(c2nnnn2C(C)(C)C)N2CCN(c3ccccc3)CC2)cc1,generated,-8.2,390.53500000000014
AAVA,0,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1cn(C)c(=O)[nH]1)c1ccccc1,generated,-8.2,456.5680000000002
ABJF,0,Fc1cccc(CNC(=NC2CCC(F)C2)N2CCc3ccccc3C2)c1,generated,-8.2,369.4590000000001
AADU,2,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)c1ccc(NCc2ccccc2)cc1)C(=O)OC1COC2OCCC12,generated,-8.2,601.7440000000001
AAEH,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCCC1,generated,-8.2,591.7529999999999
AAEI,2,CC(C)C(NS(=O)(=O)c1ccc(NCc2ccccc2)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,-8.2,509.6280000000002
AAFJ,2,CC(C)(C)NC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,-8.2,411.5020000000001
AALA,2,O=C(NC(Cc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NCC1CCCC1)c1ccc(NCc2ccccc2)cc1,generated,-8.2,636.8810000000004
AAKK,2,CCC(=O)NCCCC1CCN(C(=O)NC2CCCCC2C)CC(O)C(Cc2ccccc2)NC(=O)OC1Cc1ccccc1,generated,-8.2,620.8350000000002
AADL,1,CC(C)(C)NC(=O)C1CN(Cc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,training,-8.1,612.8150000000003
ABCM,0,CC1(C)CC=C(COc2ccc3c(C=Cc4ccccc4)n[nH]c3c2)CCCC1,generated,-8.1,386.5390000000002
AADM,1,CC1CCCC(CNc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)C1,generated,-8.1,388.5190000000001
AAGT,2,CC(C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(N)cc1,generated,-8.1,488.58800000000025
AAHC,1,CC(C)(C)c1ccc(-c2nn(CC3CCN(Cc4ccccc4)CC3)c(=O)[nH]2)cc1,generated,-8.1,404.55800000000005
AAHE,2,O=C(C=Cc1ccc(O)c(O)c1O)N1CCCCCC1CN(Cc1ccccc1)Cc1ccccc1,generated,-8.1,486.6120000000002
AAKC,2,O=C(C=Cc1ccc(OCCc2ccc(F)cc2)cc1)N(Cc1ccccc1)Cc1ccc(OCc2ccccc2)cc1,generated,-8.1,571.6920000000003
AACX,1,CC(C)(C)c1ccc(NC(=O)Nc2cccc(NC(=O)c3ccc(C(F)(F)F)cc3)c2)cc1,generated,-8.1,455.4800000000001
AAMO,1,CC(C)C(NC(=O)c1ccc(NC(=O)C(NS(=O)(=O)c2ccccc2)c2ccccc2)cc1)C(=O)NC(Cc1cnc[nH]1)c1ccccc1,generated,-8.1,678.815
AAIW,2,CC(C)(C)OC(=O)NCCCC1CCCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NCCc1ccccc1,generated,-8.1,721.943
AAIC,2,CC(C)C(O)CC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,generated,-8.1,390.4360000000001
AAKM,2,CC(C)(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,generated,-8.1,586.7360000000003
AAFC,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,-8.0,404.48800000000017
AAAN,2,N=C(N)c1ccc(OC(CO)C(Cc2ccccc2)NC(Cc2ccccc2)C(=O)NC(CC(=O)O)C(=O)O)cc1,generated,-8.0,562.6230000000003
AABZ,2,NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccc(O)c(O)c1)C(=O)O,generated,-8.0,388.3760000000001
AAAX,2,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,-8.0,412.4860000000001
AALC,2,O=C(NCCC(O)C(Cc1ccccc1)C(=O)O)C1CC2CCC(C1)N2CCCCn1ccc2cc(F)ccc21,generated,-8.0,549.6870000000005
ABSS,0,CCOP(=O)(COc1ccc(CC(NC(=O)OC2COC3OCCC23)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc1)OCC,hiv,-8.0,728.7980000000002
AAHB,1,CC(=O)NC(CO)c1cccc(OCc2cccc(C(F)(F)F)c2)c1,generated,-8.0,353.34
ABFR,0,CC(=O)Nc1ccc(Nc2cc(-c3ccccc3)ccc2-c2ccc(C)cc2)cc1,generated,-8.0,392.5020000000001
AAJD,1,N#Cc1cccc(NCC(O)C(Cc2ccccc2)NC(=O)c2ccccc2)c1,generated,-8.0,385.4670000000001
AALD,1,CC(=O)NC(CC(C)C)C(O)CN(Cc1ccc(NC(=O)OC(C)(C)C)cc1)C(c1ccccc1)c1ccccc1,generated,-8.0,559.7510000000002
AACM,1,CC(C)(C)NC(=O)C1CN(Cc2ccccn2)CCN1CC(O)C(Cc1ccccc1)NC(=O)c1ccc2ccccc2n1,generated,-8.0,594.7600000000002
ABOP,0,CC1=C(C(=O)OC(c2ccccc2)c2ccccc2)C(C)(C)CN1CC(O)COCc1ccccc1,generated,-8.0,485.62400000000036
AAIL,1,CC(C)=C(CC(O)C(O)C(O)C(O)c1ccccc1)C(=O)NC1c2ccccc2CC1O,generated,-8.0,441.52400000000017
AAEU,1,CC(=O)NC(C(=O)NC(Cc1cn(C)c(=O)[nH]1)c1ccccc1)C(C)(C)C,generated,-7.9,372.4690000000001
ABSR,0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,hiv,-7.9,613.8030000000003
ABTG,0,COC(=O)NC(C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,manual,-7.9,624.8040000000002
AAFG,2,CCC(=O)NCCNC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,-7.9,610.6720000000001
AAJZ,0,CC(C)(C)c1ccc(-c2cc(OCc3cccc(C(=O)O)c3)c(CC(=O)O)s2)cc1,generated,-7.9,424.51800000000014
ABTE,0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,manual,-7.9,613.8030000000003
AAGJ,1,Cc1cccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(C)cc(C(F)(F)F)c3)cc2)c1,generated,-7.9,448.4660000000001
AAFT,1,CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,-7.9,386.5390000000001
ABSP,0,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,hiv,-7.9,602.6750000000001
AAHV,1,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccc1,training,-7.9,283.41499999999996
AACT,1,CC(C)CN(CC(O)C(CC(N)=O)NC(=O)OC1COC2OCCC12)S(=O)(=O)O,generated,-7.9,439.4870000000002
AAIQ,1,Cc1cccc(NS(=O)(=O)c2ccc(CNC(=O)c3cccc(C)c3)cc2)c1,generated,-7.9,394.4960000000001
AAEB,1,CCSc1ccccc1C(=O)NC(C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(O)CN(CC(=O)O)CC(C)C)C(C)C,generated,-7.9,644.8350000000002
AAKW,1,CC(C)(C)c1ccccc1N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,generated,-7.9,376.46600000000007
AACW,2,CCOC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,-7.9,384.4320000000002
AAID,2,CC1(C)CCCC2(C)C(CCC3CCCC3)CCCC12,generated,-7.9,276.5079999999999
AAHR,2,O=C(OCCC(CO)(c1ccccc1)c1ccccc1)c1ccc(O)c(O)c1,generated,-7.9,378.42400000000015
AAEL,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccc(O)cc1,generated,-7.9,568.6310000000004
AAGM,1,O=C(C=Cc1ccc([N+](=O)[O-])cc1)N(Cc1ccccc1)Cc1ccccc1,generated,-7.8,372.4240000000001
AAFI,0,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccn1,training,-7.8,284.40299999999996
ABTC,0,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,manual,-7.8,602.6750000000001
AAHM,2,O=C(NC1CCCC1)C1CC2CCC(C1)N2CCCCCCn1ccc2ccccc21,generated,-7.8,421.6290000000002
ABRA,0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2Cl)n(-c2ccccc2)n1,generated,-7.8,388.858
AACT,2,O=C(NCC1(c2ccccc2)CC1)C(Cc1ccccc1)C(=O)NC1c2ccccc2CC1C(=O)NCCc1ccc(OCc2ccccc2)cc1,generated,-7.8,691.8720000000002
AACV,2,O=C(C=Cc1ccc(O)cc1O)N(Cc1ccc(O)cc1)CC1CCCCC1,generated,-7.8,381.47200000000026
ABTF,0,CCOP(=O)(COc1ccc(CC(NC(=O)OC2COC3OCCC23)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc1)OCC,manual,-7.8,728.7980000000002
AAMI,1,CC1CN(Cc2ccccc2)CC(CO)N1CC(O)COc1ccc2ncccc2n1,generated,-7.8,422.5290000000001
ABRH,0,CC(C)(C)n1c(Cc2ccccc2)nc2ccccc2c1=O,generated,-7.8,292.3820000000001
ABST,0,COC(=O)NC(C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,hiv,-7.8,624.8040000000002
ABSY,0,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,manual,-7.8,567.7960000000003
AAKY,2,CC(C)(C)OC(=O)NC1CCCCC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,-7.8,390.4800000000001
AACZ,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccccc1,generated,-7.8,438.5280000000002
AAEX,1,CC(C)S(=O)(=O)Nc1ccc(-c2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3)c2)cc1,generated,-7.8,476.5200000000001
AALN,0,CC(C)(C)C(=O)NC(=Nc1ccc([N+](=O)[O-])cc1)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,generated,-7.8,472.4450000000001
AAMN,1,CC1(C)CC=C(COc2ccc(CCc3ccccc3)cc2)CCCC1,generated,-7.8,348.53000000000014
AAGV,2,CCC(NC(=O)c1ccc(N)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC,generated,-7.8,382.46400000000006
AANY,0,CS(=O)(=O)N1CCCC(c2nnnn2-c2ccc(F)cc2)C1,generated,-7.8,325.3690000000001
AAXD,0,CN(C(=O)C1(Nc2ncccn2)CC1)c1cccc2ccccc12,generated,-7.8,318.38000000000005
AAJQ,1,CC(C)(C)CC(NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccccc1,generated,-7.8,397.49300000000005
AAEV,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,-7.8,453.54300000000023
ABSM,0,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,hiv,-7.7,505.63700000000034
AAWY,0,CC(NC(=O)Cn1c(=O)oc2ccccc21)c1cccs1,generated,-7.7,302.355
ABCB,0,O=C(Nc1ccc(-c2nnnn2-c2ccccc2)cc1)c1ccc(Cl)cc1Cl,generated,-7.7,410.2640000000001
AATQ,0,COc1ccc2c(OCC3OC(CO)C(O)C(O)C3O)cccc2c1,generated,-7.7,350.3670000000001
AATY,0,O=C(Nc1ccc(Cl)cc1)N1CCC(n2cc(-c3ccccc3)nn2)CC1,generated,-7.7,381.86700000000013
AACA,2,O=C(O)CC1CCCCC1CN(Cc1ccc(O)c(O)c1)CC(O)CC(O)COc1ccc(O)cc1,generated,-7.7,503.59200000000027
ABRO,0,CC(C)(C)OC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Cl)ccc32)CC1,generated,-7.7,444.4020000000002
AACV,1,Cc1ccc(CN(Cc2ccccc2)S(=O)(=O)c2cccc(OCc3cccc(C)c3)c2)cc1,generated,-7.7,471.6220000000003
AACM,2,CC(C)(C)NC(=O)NCCNC(=O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,generated,-7.7,486.61600000000016
AAKM,1,O=C(Cc1ccccc1)N(Cc1ccccc1)CC1CCCCC1,generated,-7.7,321.46400000000017
AAGL,1,CC(C)N(Cc1ccccc1)Cc1cccc2ccc(O)cc12,generated,-7.7,305.42100000000005
AAHO,1,Cc1ccc(Cl)c(C(=O)NC(CC(=O)O)C(=O)Nc2ccc(C(=O)OC(C)C)cc2)c1,generated,-7.7,446.88700000000017
AAAT,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-7.7,376.4530000000002
AAED,1,CCOP(=O)(OCC)c1ccc(OCc2cc(-c3ccccc3)ccc2-c2ccccc2)cc1,generated,-7.7,472.52100000000013
AADG,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-7.7,376.4530000000002
AABB,1,CC(C)(C)c1cccc(CNC(=O)c2cccc(-c3ccccn3)c2)c1,generated,-7.7,344.45799999999997
AAIO,2,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(CNCc2ccccc2)cc1)C(=O)c1ccc(NCc2ccccc2)cc1,generated,-7.7,855.096
AAJN,2,CC(=O)NCCNC(=O)C1CCCCC1C(=O)NC(CC(C)C)C(=O)O,generated,-7.7,369.4620000000001
AAFU,2,O=C(C=Cc1ccc(O)c(O)c1)N(Cc1ccc(O)cc1)Cc1ccc(O)c(O)c1,generated,-7.7,407.42200000000014
AADJ,1,CC(c1ccc(F)cc1)N(Cc1ccc(Cl)cc1)Cc1ccc(C(N)=O)cc1,generated,-7.7,396.89300000000014
ABKS,0,Cc1ccc(Cl)cc1C(c1ccc(OCc2nn(C)c(=O)[nH]2)cc1)C(C)C,generated,-7.6,385.8950000000001
ABCN,0,CCN(CC)S(=O)(=O)N(CC(=O)Nc1ccc(Cl)c(C)c1)Cc1ccc(N2CCOCC2)cc1,generated,-7.6,509.0720000000004
AAEQ,1,COc1ccc(CN(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(C)=O)cn1,generated,-7.6,433.5520000000002
ABOZ,0,COc1ccc(CCN(C(=O)Nc2ccccc2)c2nccnc2N)cc1,generated,-7.6,363.4210000000001
AAHU,1,Cc1cccc(NS(=O)(=O)c2cccc(C(=O)NC(C)C(N)=O)c2)c1,generated,-7.6,361.42300000000006
AABS,2,CC(C)(C)CC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,generated,-7.6,374.4370000000001
AANK,0,COc1ccc(C=C2N=C(c3ccccc3)Oc3ccccc32)cc1,generated,-7.6,327.38300000000004
AAVN,0,CCOc1ccc(OCC)c(Nc2nc(Nc3ccccc3OC)nc(-c3ccccc3)n2)c1,generated,-7.6,457.53400000000016
AAKW,2,CC(C)(C)NC(=O)C1CCCCC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,-7.6,374.48100000000005
AAKL,2,CC1CCCC(C(=O)NCCc2ccc(F)c(Br)c2)CC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,-7.6,547.4650000000003
AAJR,2,O=C(C=Cc1ccc(O)c(O)c1)C(Cc1ccc(O)c(O)c1)c1ccc(O)cc1,generated,-7.6,392.4070000000001
AAAZ,1,O=C(C=Cc1ccccc1)N(Cc1ccccc1)CC(O)c1ccccc1,generated,-7.6,357.45300000000003
AAEM,2,CC(C)(C)NC(=O)C(CC(=O)O)CC(=O)NCc1ccc(O)c(O)c1,generated,-7.6,352.387
AANX,1,CCCC(CO)NC(=O)c1cccc(OC)c1NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C)cc1,generated,-7.6,517.6260000000003
AAOB,0,CC(Nc1cc(-c2ccc(C#N)cc2)ccc1O)C(=O)NC1CCCCC1,generated,-7.6,363.4610000000002
AAVS,0,Cc1cc(C)c(COc2ccc(-c3cccc(CN4CCCCC4)c3)cc2)cn1,generated,-7.6,386.5390000000002
AAGB,1,CCOc1ccc(OCC)c(Nc2nc(Nc3cccc(OC)c3)nc(Oc3ccc(OC)cc3OC)n2)c1,generated,-7.6,533.5850000000003
AAAB,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C1CC2CCCCC2CN1CC(O)COCC(O)CNCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O,generated,-7.6,1071.3310000000001
AAFN,1,CC(C)(C)[PH](O)(Cc1ccccc1)C(O)CN1CCN(c2ccccc2)CC1,generated,-7.6,402.51900000000023
AAJU,1,CC(C)(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,training,-7.6,329.443
AAAN,1,CC(C)C(NC(=O)c1ccc2nc(NC3C=CC(CC(N)=O)CC3)sc2c1)c1ccccc1,generated,-7.6,462.61900000000026
AANT,1,CN(C)C(=O)COc1ccc(-c2cc(CN3CCCCC3)ccc2-c2ccccc2)cc1,generated,-7.6,428.57600000000014
AAHW,1,Cc1cccc(NS(=O)(=O)c2ccc(CNC(=O)c3ccc(O)cc3)cc2)c1,generated,-7.6,396.4680000000001
AAHX,1,O=C(C=Cc1ccc(SCCNC(=O)c2cc(-c3ccccc3)c(Cc3ccccc3)[nH]2)cc1)c1ccccc1,generated,-7.6,542.7040000000002
AAZG,0,O=C(Nc1ccc(Cl)cc1)c1cnc(-c2ccccc2)nc1N1CCCCC1,generated,-7.6,392.89000000000027
AAFU,1,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,generated,-7.6,379.4590000000001
AAJF,1,CC1CN(C(=O)COc2cccc(C(N)=O)c2)CC(C)(C)C1,generated,-7.6,304.3900000000001
ABNS,0,CCc1ccccc1Nc1nc(N2CCOCC2)nc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,generated,-7.6,469.5900000000003
ABGJ,0,NC(=O)C1NC(Cc2cnc[nH]2)C(CC(C(F)(F)F)C(Cl)(Cl)Cl)N1,generated,-7.6,408.6389999999999
AABZ,1,Cc1ccc(CNc2ccc(-c3cc(=O)[nH]c(NC(=O)CCC(C)C)n3)cc2)cc1,generated,-7.6,404.5140000000002
AAGK,1,CC(C)N(Cc1ccccc1)Cc1ccccc1N1CCN(Cc2ccccc2)CC1,generated,-7.6,413.60900000000026
AAOZ,0,COC(=O)c1cccc(OC(=O)c2ccc(C)c(Cl)c2)c1,generated,-7.5,304.729
AAGS,1,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccn1,training,-7.5,284.40299999999996
AADO,1,O=C(OC(C(=O)NCCOCc1ccccc1)c1ccccc1)c1ccccc1,generated,-7.5,389.4510000000001
AAIT,1,COC(=O)NC(C(O)CN(CC(C)C)CC(O)C(Cc1ccccc1)NC(=O)C(C)(C)C)C(C)(C)C,generated,-7.5,507.7160000000003
AASI,0,COc1ccc(C(=O)c2ccc(C=C(C)c3cc4ccccc4[nH]3)cc2)cc1,generated,-7.5,367.44800000000004
ABFD,0,COc1cccc(CN(C)c2nccc(Nc3ccc(C)nn3)n2)c1,generated,-7.5,336.39900000000006
ABQV,0,NC(Cc1ccc(-c2cccc(Oc3ccc(-c4ccccc4)cc3)c2)cc1)C(=O)O,generated,-7.5,409.48500000000007
AAMA,0,Nc1ncc(-c2ccc3c(c2)CCN(C(=O)C2CCCCC2)CC3)nn1,generated,-7.5,351.4540000000001
AAAJ,0,Cc1cc(C)cc(C(=O)N(CC(=O)NO)c2ccc(Cl)cc2)c1,generated,-7.5,332.78700000000003
