Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6lu7_idAABLgen9,-13.1,11.857,6.559
6lu7_idAABLgen9,-13.1,7.603,2.216
6lu7_idAABLgen9,-13.3,9.323,2.704
6lu7_idAABLgen9,-13.4,14.581,9.12
6lu7_idAABLgen9,-13.6,16.318,12.772
6lu7_idAABLgen9,-14.4,7.896,1.427
6lu7_idAABLgen9,-14.4,5.829,1.991
6lu7_idAABLgen9,-14.4,9.621,1.841
6lu7_idAABLgen9,-15.5,0.0,0.0
6lu7_idAABKgen9,-11.3,16.017,5.946
6lu7_idAABKgen9,-11.5,3.913,2.589
6lu7_idAABKgen9,-11.5,25.231,20.097
6lu7_idAABKgen9,-11.9,4.987,3.616
6lu7_idAABKgen9,-11.9,2.22,1.543
6lu7_idAABKgen9,-12.1,2.338,1.916
6lu7_idAABKgen9,-12.4,3.436,1.618
6lu7_idAABKgen9,-12.7,3.061,2.073
6lu7_idAABKgen9,-13.0,0.0,0.0
6lu7_idAABIgen9,-11.7,41.235,35.716
6lu7_idAABIgen9,-11.7,24.244,20.821
6lu7_idAABIgen9,-12.1,12.475,9.104
6lu7_idAABIgen9,-12.1,14.433,11.96
6lu7_idAABIgen9,-12.4,14.741,11.973
6lu7_idAABIgen9,-12.4,8.045,3.455
6lu7_idAABIgen9,-13.2,6.961,3.26
6lu7_idAABIgen9,-13.3,5.173,3.199
6lu7_idAABIgen9,-14.0,0.0,0.0
6lu7_idAABHgen9,-12.6,21.169,16.25
6lu7_idAABHgen9,-12.8,17.511,15.921
6lu7_idAABHgen9,-12.9,18.936,16.952
6lu7_idAABHgen9,-13.0,17.634,16.097
6lu7_idAABHgen9,-13.1,41.502,36.668
6lu7_idAABHgen9,-13.2,19.126,16.816
6lu7_idAABHgen9,-13.4,7.463,1.268
6lu7_idAABHgen9,-13.8,7.305,0.972
6lu7_idAABHgen9,-14.5,0.0,0.0
6lu7_idAABGgen9,-12.2,14.724,9.929
6lu7_idAABGgen9,-12.2,31.705,28.285
6lu7_idAABGgen9,-12.3,6.863,2.552
6lu7_idAABGgen9,-12.4,23.809,19.748
6lu7_idAABGgen9,-12.5,7.585,2.442
6lu7_idAABGgen9,-12.5,5.999,3.785
6lu7_idAABGgen9,-13.5,4.431,2.888
6lu7_idAABGgen9,-14.3,6.903,2.961
6lu7_idAABGgen9,-14.8,0.0,0.0
6lu7_idAABFgen9,-13.2,40.324,36.118
6lu7_idAABFgen9,-13.2,26.475,22.627
6lu7_idAABFgen9,-13.3,6.767,3.433
6lu7_idAABFgen9,-13.5,18.565,16.859
6lu7_idAABFgen9,-13.6,18.306,16.107
6lu7_idAABFgen9,-13.7,8.662,2.76
6lu7_idAABFgen9,-14.1,5.637,2.465
6lu7_idAABFgen9,-14.3,14.527,13.17
6lu7_idAABFgen9,-15.1,0.0,0.0
6lu7_idAABEgen9,-11.3,8.035,4.833
6lu7_idAABEgen9,-11.7,8.972,3.827
6lu7_idAABEgen9,-11.8,6.492,2.6
6lu7_idAABEgen9,-11.9,25.294,21.125
6lu7_idAABEgen9,-11.9,5.517,3.294
6lu7_idAABEgen9,-12.1,7.591,2.393
6lu7_idAABEgen9,-12.3,7.044,1.522
6lu7_idAABEgen9,-12.6,7.615,2.307
6lu7_idAABEgen9,-13.4,0.0,0.0
6lu7_idAABDgen9,-11.8,18.523,12.395
6lu7_idAABDgen9,-11.9,25.494,20.008
6lu7_idAABDgen9,-12.0,14.622,8.973
6lu7_idAABDgen9,-12.0,14.78,9.966
6lu7_idAABDgen9,-12.2,15.253,9.575
6lu7_idAABDgen9,-12.2,7.716,1.839
6lu7_idAABDgen9,-13.3,4.326,2.794
6lu7_idAABDgen9,-13.9,7.025,2.998
6lu7_idAABDgen9,-14.1,0.0,0.0
6lu7_idAABCgen9,-10.3,13.719,3.333
6lu7_idAABCgen9,-10.3,11.62,5.606
6lu7_idAABCgen9,-10.4,11.52,5.561
6lu7_idAABCgen9,-10.6,24.709,21.7
6lu7_idAABCgen9,-10.6,13.296,5.239
6lu7_idAABCgen9,-10.8,10.957,6.118
6lu7_idAABCgen9,-10.9,13.718,4.241
6lu7_idAABCgen9,-11.0,20.372,18.131
6lu7_idAABCgen9,-11.0,0.0,0.0
6lu7_idAABBgen9,-12.4,6.418,4.216
6lu7_idAABBgen9,-12.4,7.726,4.409
6lu7_idAABBgen9,-12.4,30.254,24.631
6lu7_idAABBgen9,-12.6,33.694,28.856
6lu7_idAABBgen9,-12.7,25.966,22.951
6lu7_idAABBgen9,-12.8,18.284,15.972
6lu7_idAABBgen9,-12.8,3.165,1.461
6lu7_idAABBgen9,-13.2,26.989,23.797
6lu7_idAABBgen9,-13.3,0.0,0.0
6lu7_idAAAZgen9,-11.3,6.86,2.243
6lu7_idAAAZgen9,-11.3,21.224,14.341
6lu7_idAAAZgen9,-11.6,11.672,2.15
6lu7_idAAAZgen9,-11.6,16.415,11.119
6lu7_idAAAZgen9,-11.8,9.185,3.264
6lu7_idAAAZgen9,-11.8,3.32,1.995
6lu7_idAAAZgen9,-11.9,8.676,2.703
6lu7_idAAAZgen9,-12.0,0.0,0.0
6lu7_idAAAZgen9,-12.0,36.442,30.496
6lu7_idAAAYgen9,-9.4,26.856,22.606
6lu7_idAAAYgen9,-9.5,12.356,9.614
6lu7_idAAAYgen9,-9.6,9.537,4.899
6lu7_idAAAYgen9,-9.7,14.968,7.778
6lu7_idAAAYgen9,-9.7,11.337,3.998
6lu7_idAAAYgen9,-9.8,24.583,18.33
6lu7_idAAAYgen9,-9.8,35.249,29.864
6lu7_idAAAYgen9,-9.9,12.613,2.618
6lu7_idAAAYgen9,-11.5,0.0,0.0
6lu7_idAAAXgen9,-13.5,9.682,3.868
6lu7_idAAAXgen9,-14.1,7.156,2.286
6lu7_idAAAXgen9,-14.3,19.978,17.174
6lu7_idAAAXgen9,-16.5,0.0,0.0
6lu7_idAAAVgen9,-10.9,37.567,35.144
6lu7_idAAAVgen9,-11.0,3.376,1.938
6lu7_idAAAVgen9,-11.3,2.421,1.522
6lu7_idAAAVgen9,-11.5,18.69,17.471
6lu7_idAAAVgen9,-11.5,20.495,18.107
6lu7_idAAAVgen9,-11.5,19.541,18.59
6lu7_idAAAVgen9,-11.6,20.671,13.987
6lu7_idAAAVgen9,-11.7,11.701,2.071
6lu7_idAAAVgen9,-12.6,0.0,0.0
6lu7_idAAAUgen9,-12.5,7.462,2.227
6lu7_idAAAUgen9,-12.5,14.929,13.674
6lu7_idAAAUgen9,-12.5,14.545,13.067
6lu7_idAAAUgen9,-12.6,26.367,23.012
6lu7_idAAAUgen9,-12.7,32.897,29.743
6lu7_idAAAUgen9,-13.1,8.22,2.885
6lu7_idAAAUgen9,-13.7,6.743,1.38
6lu7_idAAAUgen9,-14.2,5.105,2.052
6lu7_idAAAUgen9,-14.6,0.0,0.0
6lu7_idAAASgen9,-13.5,41.851,37.413
6lu7_idAAASgen9,-13.5,42.466,36.998
6lu7_idAAASgen9,-13.6,7.932,3.345
6lu7_idAAASgen9,-13.6,41.635,36.593
6lu7_idAAASgen9,-13.6,8.06,2.629
6lu7_idAAASgen9,-13.7,7.654,1.474
6lu7_idAAASgen9,-14.0,7.639,3.24
6lu7_idAAASgen9,-14.2,6.319,2.049
6lu7_idAAASgen9,-14.8,0.0,0.0
